date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-22,,,,,,,,,238,150,350,238,150,350,238,150,350,3.98024148461,US,NY,Nassau
2020-02-23,,,,,,,,,238,150,350,476,300,700,476,300,700,3.96464503538,US,NY,Nassau
2020-02-24,,,,,,,,,238,150,350,715,450,1050,715,450,1050,3.95920665167,US,NY,Nassau
2020-02-25,,,,,,,,,238,150,350,953,600,1400,953,600,1400,3.95189253714,US,NY,Nassau
2020-02-26,,,,,,,,,238,150,350,1191,750,1750,1191,750,1750,3.94207369555,US,NY,Nassau
2020-02-27,,,,,,,,,238,150,350,1429,900,2100,1429,900,2100,3.92892497876,US,NY,Nassau
2020-02-28,,,,,,,,,238,150,350,1667,1050,2450,1667,1050,2450,3.91137528773,US,NY,Nassau
2020-02-29,,,,,,,,,238,150,350,1906,1200,2800,1906,1200,2800,3.88805346962,US,NY,Nassau
2020-03-01,,,,,,,,,238,150,350,2144,1350,3150,2144,1350,3150,3.85723620861,US,NY,Nassau
2020-03-02,,,,,,,,,1142,681,1785,3285,2031,4935,3285,2031,4935,3.81547899864,US,NY,Nassau
2020-03-03,,,,,,,,,1123,676,1746,4409,2708,6681,4409,2708,6681,3.76279933509,US,NY,Nassau
2020-03-04,,,,,,,,,1266,764,1993,5675,3472,8673,5675,3472,8673,3.69458683239,US,NY,Nassau
2020-03-05,,,,,,,,,1553,939,2477,7228,4412,11149,7228,4412,11149,3.60855206712,US,NY,Nassau
2020-03-06,,,,,,,,,2141,1304,3411,9369,5716,14560,9369,5716,14560,3.501874861,US,NY,Nassau
2020-03-07,,,,,,,,,3025,1874,4706,12395,7591,19265,12395,7591,19265,3.37243526856,US,NY,Nassau
2020-03-08,,,,,,,,,3689,2354,5687,15846,9796,24602,16084,9946,24952,3.21914125695,US,NY,Nassau
2020-03-09,,,,,,,,,4320,2851,6380,19927,12497,30632,20404,12797,31332,3.04230938215,US,NY,Nassau
2020-03-10,,,,,,,,,5108,3363,7386,24797,15711,37668,25511,16161,38718,2.84399082151,US,NY,Nassau
2020-03-11,,,,,,,,,6027,3541,8344,30585,19102,45661,31538,19702,47061,2.62752006741,US,NY,Nassau
2020-03-12,,,,,,,,,7012,3781,9530,37359,22734,54841,38550,23484,56591,2.39764251267,US,NY,Nassau
2020-03-13,,,,,,,,,7818,3860,10410,44939,26445,64900,46368,27345,67000,2.16087839675,US,NY,Nassau
2020-03-14,,,,,,,,,8427,3890,11712,53128,30185,76262,54795,31235,78712,1.92559207265,US,NY,Nassau
2020-03-15,,,,,,,,,8886,3893,12919,61775,33928,88830,63681,35128,91630,1.70143444435,US,NY,Nassau
2020-03-16,,,,,,,,,9190,3887,14521,70727,37665,103001,72871,39015,106151,1.49773721806,US,NY,Nassau
2020-03-17,1,1,,,,,,,9326,3861,15907,78912,40845,117123,82197,42876,122058,1.3215232113,US,NY,Nassau
2020-03-18,0,1,,,,,,,9276,3806,16445,87065,43975,131822,91474,46683,138503,1.1760843999,US,NY,Nassau
2020-03-19,2,3,,,,,,,9077,3741,16338,94875,46952,146167,100551,50425,154840,1.0608627079,US,NY,Nassau
2020-03-20,1,4,,,,,,,8788,3671,16040,102110,49684,159731,109338,54096,170880,0.972489729953,US,NY,Nassau
2020-03-21,0,4,,,,,,,8450,3587,16134,108419,51967,172453,117788,57684,187013,0.906247188072,US,NY,Nassau
2020-03-22,0,4,,,,,,,8085,3505,15484,113478,53598,183232,125873,61190,202497,0.857304867544,US,NY,Nassau
2020-03-23,0,4,,,,,,,7703,3426,14747,117492,54670,192292,133576,64616,217243,0.821437469693,US,NY,Nassau
2020-03-24,5,9,,,,,,,7312,3346,14057,120485,55166,199968,140889,67963,231300,0.795267047185,US,NY,Nassau
2020-03-25,8,17,,,,,,,6923,3268,13258,122301,55071,205840,147812,71232,244557,0.776229694768,US,NY,Nassau
2020-03-26,0,17,,,,,,,6546,3192,12405,122820,54722,209901,154358,74424,256961,0.762434133536,US,NY,Nassau
2020-03-27,2,19,,,,,,,6185,3117,11537,121992,54058,211908,160543,77542,268498,0.752505856371,US,NY,Nassau
2020-03-28,8,27,,,,,,,5843,3064,10681,120017,53262,212179,166385,80607,279179,0.745453501954,US,NY,Nassau
2020-03-29,12,39,,,,,,,5519,3018,9854,117109,52390,210321,171904,83626,289032,0.740564622802,US,NY,Nassau
2020-03-30,0,39,,,,,,,5213,2977,9066,113436,51474,206468,177117,86603,298098,0.737327704887,US,NY,Nassau
2020-03-31,9,48,,,,,,,4926,2942,8374,109172,50529,200321,182043,89545,306472,0.735374597756,US,NY,Nassau
2020-04-01,28,76,,,,,,,4658,2910,7773,104504,49578,192186,186701,92455,314244,0.734438204884,US,NY,Nassau
2020-04-02,0,76,,,,,,,4409,2860,7189,99637,48632,182930,191110,95315,321432,0.73432156067,US,NY,Nassau
2020-04-03,19,95,,,,,,,4177,2781,6652,94737,47672,173243,195287,98097,328083,0.73487530801,US,NY,Nassau
2020-04-04,0,95,,,,,,,3962,2746,6157,89911,46747,163361,199249,100844,334240,0.735981398925,US,NY,Nassau
2020-04-05,67,162,,,,,,,3761,2692,5815,85222,45851,153042,203010,103536,340055,0.73754145243,US,NY,Nassau
2020-04-06,0,162,,,,,,,3575,2590,5487,80713,44937,143045,206586,106127,345542,0.739468707983,US,NY,Nassau
2020-04-07,338,500,,,,,,,3403,2425,5181,76412,43936,133480,209989,108552,350722,0.741682871979,US,NY,Nassau
2020-04-08,0,500,,,,,,,3243,2255,4875,72343,42844,124298,213232,110808,355597,0.744107316992,US,NY,Nassau
2020-04-09,133,633,,,,,,,3094,2153,4590,68514,41729,115630,216326,112961,360187,0.746668149122,US,NY,Nassau
2020-04-10,90,723,,,,,,,2956,2075,4348,64925,40612,107574,219283,115037,364535,0.749294662623,US,NY,Nassau
2020-04-11,69,792,,,,,,,2827,1951,4123,61567,39446,100160,222110,116989,368657,0.751920701256,US,NY,Nassau
2020-04-12,54,846,,,,,,,2707,1819,3951,58432,38201,93430,224817,118808,372608,0.754486465558,US,NY,Nassau
2020-04-13,64,910,,,,,,,2595,1698,3802,55507,36881,87378,227411,120507,376410,0.756940342906,US,NY,Nassau
2020-04-14,91,1001,,,,,,,2489,1587,3614,52784,35491,81926,229900,122094,380023,0.759240402493,US,NY,Nassau
2020-04-15,56,1057,,,,,,,2390,1484,3507,50247,34033,77059,232290,123579,383530,0.761355295335,US,NY,Nassau
2020-04-16,52,1109,,,,,,,2297,1390,3415,47886,32514,72701,234587,124969,386944,0.763264425133,US,NY,Nassau
2020-04-17,0,1109,,,,,,,2208,1302,3325,45685,30956,68837,236795,126272,390268,0.764957390877,US,NY,Nassau
2020-04-18,0,1109,,,,,,,2125,1221,3237,43633,29397,65422,238920,127494,393505,0.766432819063,US,NY,Nassau
2020-04-19,0,1109,,,,,,,2046,1147,3153,41717,27797,62418,240966,128641,396657,0.767696779801,US,NY,Nassau
2020-04-20,220,1329,,,,,,,1971,1077,3070,39926,26182,59673,242936,129718,399727,0.768761007771,US,NY,Nassau
2020-04-21,61,1390,,,,,,,1899,1012,2990,38250,24604,57175,244836,130731,402716,0.769641131282,US,NY,Nassau
2020-04-22,41,1431,,,,,,,1831,952,2923,36678,23131,54917,246667,131684,405639,0.770355065506,US,NY,Nassau
2020-04-23,40,1471,,,,,,,1766,896,2886,35201,21773,52928,248432,132581,408525,0.770921666852,US,NY,Nassau
2020-04-24,47,1518,,,,,,,1704,844,2760,33810,20464,51099,250136,133426,411285,0.77135968892,US,NY,Nassau
2020-04-25,40,1558,,,,,,,1644,796,2708,32498,19184,49458,251780,134222,413992,0.771687035745,US,NY,Nassau
2020-04-26,29,1587,,,,,,,1587,750,2679,31258,17983,48014,253368,134972,416671,0.771920974355,US,NY,Nassau
2020-04-27,33,1620,,,,,,,1533,708,2650,30083,16872,46712,254900,135681,419320,0.772076839425,US,NY,Nassau
2020-04-28,27,1647,,,,,,,1480,668,2620,28969,15842,45530,256380,136349,421939,0.772168256751,US,NY,Nassau
2020-04-29,31,1678,,,,,,,1430,631,2590,27910,14886,44506,257810,136980,424528,0.772207101863,US,NY,Nassau
2020-04-30,22,1700,,,,,,,1381,596,2538,26901,13998,43537,259191,137577,427066,0.772203209551,US,NY,Nassau
2020-05-01,20,1720,,,,,,,1335,563,2483,25939,13171,42605,260526,138141,429548,0.77216244155,US,NY,Nassau
2020-05-02,25,1745,,,,,,,1290,533,2453,25021,12402,41733,261816,138674,432001,0.772092911142,US,NY,Nassau
2020-05-03,25,1770,,,,,,,1246,504,2423,24142,11684,40919,263062,139179,434423,0.772001833927,US,NY,Nassau
2020-05-04,22,1792,,,,,,,1205,477,2392,23301,11015,40158,264267,139656,436815,0.771894489201,US,NY,Nassau
2020-05-05,26,1818,,,,,,,1164,451,2361,22495,10389,39449,265431,140108,439176,0.771775348497,US,NY,Nassau
2020-05-06,73,1891,,,,,,,1125,428,2330,21721,9804,38790,266557,140536,441505,0.771648219182,US,NY,Nassau
2020-05-07,13,1904,,,,,,,1088,405,2298,20978,9257,38165,267644,140941,443803,0.771516375163,US,NY,Nassau
2020-05-08,14,1918,,,,,,,1051,384,2267,20263,8744,37545,268696,141326,446069,0.771382675641,US,NY,Nassau
2020-05-09,22,1940,,,,,,,1016,363,2234,19576,8263,37019,269712,141689,448303,0.77124967349,US,NY,Nassau
2020-05-10,23,1963,,,,,,,982,344,2202,18914,7812,36513,270694,142034,450504,0.771119715544,US,NY,Nassau
2020-05-11,10,1973,,,,,,,949,326,2169,18276,7388,36003,271643,142361,452673,0.770995037355,US,NY,Nassau
2020-05-12,18,1991,,,,,,,917,309,2136,17660,6990,35489,272560,142671,454808,0.770877855051,US,NY,Nassau
2020-05-13,13,2004,,,,,,,886,293,2103,17066,6615,34972,273446,142965,456910,0.77077045726,US,NY,Nassau
2020-05-14,12,2016,,,,,,,856,278,2069,16492,6262,34451,274302,143243,458979,0.770675300137,US,NY,Nassau
2020-05-15,11,2027,,,,,,,826,263,2035,15937,5929,33948,275128,143506,461014,0.77059510885,US,NY,Nassau
2020-05-16,7,2034,,,,,,,798,249,1981,15400,5615,33446,275926,143756,462994,0.770532989098,US,NY,Nassau
2020-05-17,10,2044,,,,,,,770,236,1948,14881,5318,32941,276696,143992,464941,0.770492552582,US,NY,Nassau
2020-05-18,9,2053,,,,,,,743,223,1915,14378,5037,32432,277440,144216,466855,0.770478060722,US,NY,Nassau
2020-05-19,7,2060,,,,,,,717,210,1881,13890,4770,31922,278157,144427,468736,0.770494591369,US,NY,Nassau
2020-05-20,5,2065,,,,,,,691,198,1849,13417,4517,31409,278848,144625,470585,0.770548233774,US,NY,Nassau
2020-05-21,8,2073,,,,,,,667,187,1811,12958,4276,30890,279515,144813,472395,0.77064631752,US,NY,Nassau
2020-05-22,9,2082,,,,,,,642,175,1778,12512,4047,30369,280157,144989,474172,0.770797681531,US,NY,Nassau
2020-05-23,5,2087,,,,,,,619,165,1745,12080,3828,29847,280776,145154,475916,0.771012989457,US,NY,Nassau
2020-05-24,7,2094,,,,,,,596,155,1712,11659,3619,29325,281371,145309,477627,0.771305097478,US,NY,Nassau
2020-05-25,9,2103,,,,,,,573,145,1679,11250,3420,28801,281944,145455,479305,0.771689479724,US,NY,Nassau
2020-05-26,5,2108,,,,,,,551,135,1646,10852,3229,28278,282495,145591,480951,0.772184714474,US,NY,Nassau
2020-05-27,29,2137,,,,,,,531,128,1613,10466,3048,27756,283026,145719,482563,0.772813030709,US,NY,Nassau
2020-05-28,-23,2114,,,,,,,510,121,1581,10090,2875,27234,283536,145841,484144,0.773600900048,US,NY,Nassau
2020-05-29,4,2118,,,,,,,491,114,1550,9726,2712,26715,284028,145955,485693,0.77457957358,US,NY,Nassau
2020-05-30,3,2121,,,,,,,474,108,1521,9373,2557,26200,284502,146064,487213,0.775785954316,US,NY,Nassau
2020-05-31,1,2122,,,,,,,457,102,1492,9033,2410,25711,284959,146167,488705,0.777262998044,US,NY,Nassau
2020-06-01,3,2125,,,,,,,442,97,1463,8705,2272,25227,285401,146264,490167,0.779060172411,US,NY,Nassau
2020-06-02,2,2127,,,,,,,427,93,1434,8389,2141,24746,285828,146357,491601,0.781233885268,US,NY,Nassau
2020-06-03,3,2130,,,,,,,413,89,1407,8085,2019,24272,286241,146446,493007,0.783847334418,US,NY,Nassau
2020-06-04,2,2132,,,,,,,401,85,1379,7794,1906,23802,286642,146532,494386,0.786969688272,US,NY,Nassau
2020-06-05,0,2132,,,,,,,389,82,1354,7516,1801,23344,287031,146614,495739,0.790674497725,US,NY,Nassau
2020-06-06,3,2135,,,,,,,378,79,1332,7252,1705,22899,287409,146694,497071,0.7950370135,US,NY,Nassau
2020-06-07,7,2142,,,,,,,368,76,1310,7001,1616,22464,287777,146770,498380,0.800130174307,US,NY,Nassau
2020-06-08,3,2145,,,,,,,359,73,1290,6765,1535,22043,288136,146844,499670,0.806019064308,US,NY,Nassau
2020-06-09,0,2145,,,,,,,351,71,1274,6543,1461,21639,288488,146916,500944,0.812753885407,US,NY,Nassau
2020-06-10,6,2151,,,,,,,344,69,1259,6337,1394,21252,288832,146985,502202,0.820361807681,US,NY,Nassau
2020-06-11,0,2151,,,,,,,339,66,1246,6145,1332,20885,289171,147052,503448,0.828838466697,US,NY,Nassau
2020-06-12,12,2163,,,,,,,334,65,1236,5968,1276,20540,289504,147117,504684,0.83814032986,US,NY,Nassau
2020-06-13,0,2163,,,,,,,330,63,1229,5806,1225,20220,289834,147180,505912,0.848179489379,US,NY,Nassau
2020-06-14,2,2165,,,,,,,327,62,1231,5659,1179,19930,290161,147243,507143,0.858822497111,US,NY,Nassau
2020-06-15,2,2167,,,,,,,325,61,1229,5526,1137,19667,290485,147304,508372,0.869894472301,US,NY,Nassau
2020-06-16,3,2170,,,,,,,323,60,1225,5407,1100,19430,290809,147365,509597,0.881188835072,US,NY,Nassau
2020-06-17,1,2171,,,,,,,323,59,1223,5303,1066,19218,291131,147424,510819,0.892481815617,US,NY,Nassau
2020-06-18,1,2172,,,,,,,323,58,1223,5213,1036,19034,291454,147482,512041,0.903549712088,US,NY,Nassau
2020-06-19,3,2175,,,,,,,324,57,1238,5136,1008,18894,291778,147540,513279,0.914186140928,US,NY,Nassau
2020-06-20,0,2175,,,,,,,325,57,1262,5073,983,18802,292104,147598,514540,0.924216525857,US,NY,Nassau
2020-06-21,3,2178,,,,,,,328,57,1288,5022,960,18758,292431,147655,515828,0.93350780322,US,NY,Nassau
2020-06-22,0,2178,,,,,,,330,56,1316,4985,941,18764,292761,147711,517144,0.941972497733,US,NY,Nassau
2020-06-23,1,2179,,,,,,,333,56,1347,4959,924,18821,293095,147768,518491,0.949567525452,US,NY,Nassau
2020-06-24,1,2180,,,,,,,337,56,1379,4944,909,18926,293432,147825,519869,0.956288956818,US,NY,Nassau
2020-06-25,,,2,0,7,2182,2180,2187,341,57,1413,4941,897,19081,293773,147882,521282,,US,NY,Nassau
2020-06-26,,,2,0,7,2184,2180,2194,345,56,1449,4947,887,19284,294118,147939,522731,,US,NY,Nassau
2020-06-27,,,2,0,7,2186,2181,2201,350,56,1487,4963,879,19534,294468,147996,524217,,US,NY,Nassau
2020-06-28,,,2,0,7,2188,2181,2208,355,56,1526,4988,872,19830,294822,148052,525742,,US,NY,Nassau
2020-06-29,,,2,0,7,2190,2182,2215,360,56,1566,5022,866,20166,295182,148109,527308,,US,NY,Nassau
2020-06-30,,,2,0,7,2192,2182,2222,366,56,1608,5063,861,20544,295548,148165,528915,,US,NY,Nassau
2020-07-01,,,2,0,7,2194,2182,2228,371,55,1651,5111,856,20970,295919,148221,530566,,US,NY,Nassau
2020-07-02,,,2,0,7,2196,2183,2235,377,55,1696,5165,852,21444,296296,148276,532262,,US,NY,Nassau
2020-07-03,,,2,0,8,2198,2183,2242,384,54,1742,5226,848,21963,296680,148331,534004,,US,NY,Nassau
2020-07-04,,,2,0,8,2200,2184,2250,390,54,1790,5292,845,22515,297070,148385,535793,,US,NY,Nassau
2020-07-05,,,2,0,8,2202,2184,2257,397,54,1839,5364,842,23092,297467,148440,537632,,US,NY,Nassau
2020-07-06,,,2,0,8,2203,2184,2264,404,53,1889,5440,838,23692,297871,148493,539520,,US,NY,Nassau
2020-07-07,,,2,0,8,2205,2185,2271,411,53,1939,5521,835,24315,298282,148547,541458,,US,NY,Nassau
2020-07-08,,,2,0,8,2207,2185,2279,419,53,1991,5606,831,24959,298701,148600,543449,,US,NY,Nassau
2020-07-09,,,2,0,8,2209,2185,2286,426,52,2046,5696,827,25625,299127,148653,545494,,US,NY,Nassau
2020-07-10,,,2,0,8,2211,2186,2294,434,52,2101,5789,823,26313,299562,148706,547594,,US,NY,Nassau
2020-07-11,,,2,0,8,2213,2186,2301,442,52,2157,5886,819,27020,300004,148758,549751,,US,NY,Nassau
2020-07-12,,,2,0,8,2215,2186,2309,451,52,2214,5987,814,27748,300455,148810,551964,,US,NY,Nassau
2020-07-13,,,2,0,8,2217,2187,2316,459,51,2272,6092,809,28494,300914,148862,554236,,US,NY,Nassau
2020-07-14,,,2,0,8,2219,2187,2324,468,51,2325,6200,804,29253,301382,148914,556560,,US,NY,Nassau
2020-07-15,,,2,0,8,2221,2187,2332,477,51,2380,6312,799,30025,301860,148965,558940,,US,NY,Nassau
2020-07-16,,,2,0,9,2223,2188,2340,487,51,2438,6427,795,30811,302346,149016,561377,,US,NY,Nassau
2020-07-17,,,2,0,9,2225,2188,2348,495,50,2485,6545,791,31601,302841,149067,563862,,US,NY,Nassau
2020-07-18,,,2,0,9,2227,2188,2356,503,50,2534,6664,786,32392,303344,149118,566395,,US,NY,Nassau
2020-07-19,,,2,0,9,2229,2189,2365,512,50,2582,6786,782,33184,303856,149168,568977,,US,NY,Nassau
2020-07-20,,,2,0,9,2231,2189,2374,521,50,2630,6910,778,33975,304377,149218,571606,,US,NY,Nassau
2020-07-21,,,2,0,9,2233,2189,2382,529,49,2676,7035,774,34762,304906,149268,574281,,US,NY,Nassau
2020-07-22,,,2,0,10,2235,2190,2392,537,49,2718,7161,770,35541,305444,149318,576999,,US,NY,Nassau
2020-07-23,,,2,0,10,2237,2190,2401,546,49,2757,7288,766,36307,305989,149367,579755,,US,NY,Nassau
2020-07-24,,,2,0,10,2239,2190,2410,554,48,2791,7416,762,37052,306543,149416,582546,,US,NY,Nassau
2020-07-25,,,2,0,10,2241,2191,2420,562,48,2823,7543,758,37774,307105,149464,585368,,US,NY,Nassau
2020-07-26,,,2,0,10,2244,2191,2430,570,48,2852,7671,754,38470,307675,149513,588220,,US,NY,Nassau
2020-07-27,,,2,0,11,2246,2191,2440,577,48,2903,7797,750,39158,308252,149561,591122,,US,NY,Nassau
2020-07-28,,,2,0,11,2248,2192,2450,585,47,2959,7923,746,39845,308837,149608,594081,,US,NY,Nassau
2020-07-29,,,2,0,11,2250,2192,2461,592,47,2994,8047,741,40514,309429,149656,597074,,US,NY,Nassau
2020-07-30,,,2,0,11,2252,2192,2471,599,47,3018,8169,737,41152,310029,149703,600091,,US,NY,Nassau
2020-07-31,,,2,0,11,2255,2192,2482,606,46,3066,8289,733,41780,310635,149750,603157,,US,NY,Nassau
2020-08-01,,,2,0,12,2257,2193,2494,613,46,3113,8407,728,42408,311249,149796,606269,,US,NY,Nassau
2020-08-02,,,2,0,12,2259,2193,2505,620,45,3188,8524,724,43062,311868,149842,609457,,US,NY,Nassau
2020-08-03,,,2,0,12,2262,2193,2517,626,45,3266,8638,719,43747,312494,149888,612723,,US,NY,Nassau
2020-08-04,,,2,0,12,2264,2194,2529,632,44,3344,8750,714,44461,313127,149933,616066,,US,NY,Nassau
2020-08-05,,,2,0,13,2267,2194,2541,638,44,3395,8858,708,45180,313765,149977,619461,,US,NY,Nassau
2020-08-06,,,2,0,13,2269,2194,2553,644,44,3444,8965,703,45906,314408,150021,622905,,US,NY,Nassau
2020-08-07,,,3,0,13,2272,2194,2565,649,43,3529,9068,698,46678,315057,150065,626433,,US,NY,Nassau
2020-08-08,,,3,0,13,2274,2195,2578,654,43,3609,9168,693,47497,315711,150109,630042,,US,NY,Nassau
2020-08-09,,,3,0,13,2277,2195,2591,659,43,3665,9265,687,48339,316369,150152,633706,,US,NY,Nassau
2020-08-10,,,3,0,14,2279,2195,2604,663,43,3712,9358,682,49198,317032,150195,637418,,US,NY,Nassau
2020-08-11,,,3,0,14,2282,2195,2617,667,42,3738,9448,677,50033,317700,150238,641155,,US,NY,Nassau
2020-08-12,,,3,0,14,2285,2196,2631,671,42,3767,9534,672,50842,318371,150281,644922,,US,NY,Nassau
2020-08-13,,,3,0,14,2287,2196,2644,675,42,3810,9616,667,51658,319046,150323,648732,,US,NY,Nassau
2020-08-14,,,3,0,14,2290,2196,2658,678,42,3845,9695,662,52486,319724,150365,652576,,US,NY,Nassau
2020-08-15,,,3,0,14,2293,2196,2671,681,41,3888,9770,656,53307,320405,150407,656464,,US,NY,Nassau
2020-08-16,,,3,0,14,2295,2197,2685,684,41,3946,9841,652,54140,321089,150448,660409,,US,NY,Nassau
2020-08-17,,,3,0,14,2298,2197,2699,687,41,3990,9907,647,54941,321776,150489,664398,,US,NY,Nassau
2020-08-18,,,3,0,15,2301,2197,2713,689,40,4037,9970,642,55712,322465,150530,668435,,US,NY,Nassau
2020-08-19,,,3,0,15,2304,2197,2728,691,40,4087,10029,638,56456,323156,150571,672522,,US,NY,Nassau
2020-08-20,,,3,0,15,2307,2198,2742,693,40,4136,10084,634,57197,323848,150611,676657,,US,NY,Nassau
2020-08-21,,,3,0,15,2310,2198,2756,694,40,4176,10134,630,57929,324543,150652,680833,,US,NY,Nassau
2020-08-22,,,3,0,15,2312,2198,2771,696,39,4219,10181,626,58618,325238,150692,685051,,US,NY,Nassau
